Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Column1,Professional/Occupational Group,Notes,Valid?
Sep-13,Junior,,,SEO,Information Services Manager,,Home Office,Home Office,IS Services,,,1FC39,,22,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,Information Services Manager,,Home Office,Home Office,IS Services,,,1FC39,,10,25297,30989,,Information Technology,,
Sep-13,Junior,,,EO,Information Services Support Officer,,Home Office,Home Office,IS Services,,,1FC39,,2,20235,24789,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior Software Manager,,Home Office,Home Office,Software Engineering,,,1FC39,,1,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior Software Manager,,Home Office,Home Office,Software Engineering,,,1FC39,,6,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,Software Manager,,Home Office,Home Office,Software Engineering,,,1FC39,,27,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,Software Manager,,Home Office,Home Office,Software Engineering,,,1FC39,,11.75,25297,30989,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior Technical Manager,,Home Office,Home Office,Technical Services,,,1FC39,,1,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior Technical Manager,,Home Office,Home Office,Technical Services,,,1FC39,,8,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,Technical Manager,,Home Office,Home Office,Technical Services,,,1FC39,,26.8,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,Technical Manager,,Home Office,Home Office,Technical Services,,,1FC39,,24,25297,30989,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior IT Services Manager,,Home Office,Home Office,Service Delivery,,,1FC39,,1,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior IT Services Manager,,Home Office,Home Office,Service Delivery,,,1FC39,,2,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,IT Services Manager,,Home Office,Home Office,Service Delivery,,,1FC39,,5.7,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,IT Services Manager,,Home Office,Home Office,Service Delivery,,,1FC39,,17,25297,30989,,Information Technology,,
Sep-13,Junior,,,EO,IT Services Manager,,Home Office,Home Office,Service Delivery,,,1FC39,,20,20235,24789,,Information Technology,,
Sep-13,Junior,,,AO,IT Support Officer,,Home Office,Home Office,Service Delivery,,,1FC39,,8,15386,18657,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior IT Support Manager,,Home Office,Home Office,Service Support,,,1FC39,,1,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior IT Support Manager,,Home Office,Home Office,Service Support,,,1FC39,,4.8,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,IT Support Manager,,Home Office,Home Office,Service Support,,,1FC39,,11.6,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,IT Support Manager,,Home Office,Home Office,Service Support,,,1FC39,,11.5,25297,30989,,Information Technology,,
Sep-13,Junior,,,Grade 6,PNC Services Senior Manager,,Home Office,Home Office,PNC Services,,,1FC39,,5,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,PNC Services Senior Manager,,Home Office,Home Office,PNC Services,,,1FC39,,5,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,PNC Services Manager,,Home Office,Home Office,PNC Services,,,1FC39,,4,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,PNC Services Manager,,Home Office,Home Office,PNC Services,,,1FC39,,10.5,25297,30989,,Information Technology,,
Sep-13,Junior,,,EO,PNC Services Manager,,Home Office,Home Office,PNC Services,,,1FC39,,3,20235,24789,,Information Technology,,
Sep-13,Junior,,,AO,PNC Services Support Officer,,Home Office,Home Office,PNC Services,,,1FC39,,6,15386,18657,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior Knowledge Information Management Manager,,Home Office,Home Office,Information Management Service,,,2FC04,,1,54705,70504,,Knowledge and Information Management (KIM),,
Sep-13,Junior,,,Grade 7,Senior Knowledge Information Management Manager,,Home Office,Home Office,Information Management Service,,,2FC04,,1.9,44656,57553,,Knowledge and Information Management (KIM),,
Sep-13,Junior,,,SEO,Knowledge Information Management Manager,,Home Office,Home Office,Information Management Service,,,2FC04,,11.8,32602,39537,,Knowledge and Information Management (KIM),,
Sep-13,Junior,,,HEO,Knowledge Information Management Manager,,Home Office,Home Office,Information Management Service,,,2FC04,,25.53,25297,30989,,Knowledge and Information Management (KIM),,
Sep-13,Junior,,,EO,Knowledge Information Management Manager,,Home Office,Home Office,Information Management Service,,,2FC04,,36.53,20235,24789,,Knowledge and Information Management (KIM),,
Sep-13,Junior,,,AO,Knowledge Information Management Support Officer,,Home Office,Home Office,Information Management Service,,,2FC04,,15.63,15386,18657,,Knowledge and Information Management (KIM),,
Sep-13,Junior,,,AA,Knowledge Information Management Support Officer,,Home Office,Home Office,Information Management Service,,,2FC04,,4,14043,15701,,Knowledge and Information Management (KIM),,
Sep-13,Junior,,,Grade 6,Senior Business Relationship Manager,,Home Office,Home Office,HQ IT Client Function,,,2FC04,,1,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior Business Relationship Manager,,Home Office,Home Office,HQ IT Client Function,,,2FC04,,4.8,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,Business Relationship Manager,,Home Office,Home Office,HQ IT Client Function,,,2FC04,,3,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,Business Relationship Manager,,Home Office,Home Office,HQ IT Client Function,,,2FC04,,1,25297,30989,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior Testing Manager,,Home Office,Home Office,"Test, Design and Consultancy Services",,,1FC34,,3,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior Testing Manager,,Home Office,Home Office,"Test, Design and Consultancy Services",,,1FC34,,36.66,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,Testing Manager,,Home Office,Home Office,"Test, Design and Consultancy Services",,,1FC34,,45.54,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,Testing Manager,,Home Office,Home Office,"Test, Design and Consultancy Services",,,1FC34,,32,25297,30989,,Information Technology,,
Sep-13,Junior,,,EO,Testing Manager,,Home Office,Home Office,"Test, Design and Consultancy Services",,,1FC34,,12,20235,24789,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior IT Services Manager,,Home Office,Home Office,IT Service Delivery,,,1FC04,,4,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior IT Services Manager,,Home Office,Home Office,IT Service Delivery,,,1FC04,,33.58,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,IT Services Manager,,Home Office,Home Office,IT Service Delivery,,,1FC04,,41.83,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,IT Services Manager,,Home Office,Home Office,IT Service Delivery,,,1FC04,,20.3,25297,30989,,Information Technology,,
Sep-13,Junior,,,EO,IT Services Manager,,Home Office,Home Office,IT Service Delivery,,,1FC04,,12.86,20235,24789,,Information Technology,,
Sep-13,Junior,,,AO,IT Support Officer,,Home Office,Home Office,IT Service Delivery,,,1FC04,,3,15386,18657,,Information Technology,,
Sep-13,Junior,,,AA,IT Support Officer,,Home Office,Home Office,IT Service Delivery,,,1FC04,,1,14043,15701,,Information Technology,,
Sep-13,Junior,,,Grade 6,Head of Detention Projects,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,54705,70504,,Property and Asset Management,,
Sep-13,Junior,,,Grade 6,Head of Facilities Delivery,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,54705,70504,,Property and Asset Management,,
Sep-13,Junior,,,Grade 6,Head of Planning,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,54705,70504,,Property and Asset Management,,
Sep-13,Junior,,,Grade 6,Head of Procurement,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,54705,70504,,Procurement,,
Sep-13,Junior,,,Grade 6,Head of Programmes,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,54705,70504,,Property and Asset Management,,
Sep-13,Junior,,,Grade 7,Principal Business Relationship Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,3,44656,57553,,Property and Asset Management,,
Sep-13,Junior,,,Grade 7,Principal Estate Planning Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,3,44656,57553,,Property and Asset Management,,
Sep-13,Junior,,,Grade 7,Principal Estates Surveyor,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,44656,57553,,Property and Asset Management,,
Sep-13,Junior,,,Grade 7,Principal Facilities Delivery Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,3,44656,57553,,Property and Asset Management,,
Sep-13,Junior,,,Grade 7,Principal Procurement Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,44656,57553,,Procurement,,
Sep-13,Junior,,,Grade 7,Principal Programme Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,3,44656,57553,,Property and Asset Management,,
Sep-13,Junior,,,Grade 7,Principal Sustainable Development Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,44656,57553,,Property and Asset Management,,
Sep-13,Junior,,,SEO,Chief of Staff,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,32602,39537,,Property and Asset Management,,
Sep-13,Junior,,,SEO,Senior Business Relationship Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,32602,39537,,Property and Asset Management,,
Sep-13,Junior,,,SEO,Senior Estate Planning Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,4,32602,39537,,Property and Asset Management,,
Sep-13,Junior,,,SEO,Senior Facilities Delivery Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,8.6,32602,39537,,Property and Asset Management,,
Sep-13,Junior,,,SEO,Senior HQ PFI Facilities Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,32602,39537,,Property and Asset Management,,
Sep-13,Junior,,,SEO,Senior Messenger Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,2,32602,39537,,Property and Asset Management,,
Sep-13,Junior,,,SEO,Senior Procurement Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,32602,39537,,Procurement,,
Sep-13,Junior,,,SEO,Senior Programme Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,8,32602,39537,,Property and Asset Management,,
Sep-13,Junior,,,SEO,Senior Sustainable Development Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,1.44,32602,39537,,Property and Asset Management,,
Sep-13,Junior,,,SEO,Senior Technical Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,32602,39537,,Property and Asset Management,,
Sep-13,Junior,,,HEO,Estate Planning Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,3,25297,30989,,Property and Asset Management,,
Sep-13,Junior,,,HEO,Estates Surveyor,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,25297,30989,,Property and Asset Management,,
Sep-13,Junior,,,HEO,Facilities Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,19.72,25297,30989,,Property and Asset Management,,
Sep-13,Junior,,,HEO,HQ PFI Facilities Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,25297,30989,,Property and Asset Management,,
Sep-13,Junior,,,HEO,Messenger Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,2.87,25297,30989,,Property and Asset Management,,
Sep-13,Junior,,,HEO,Programme Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,25297,30989,,Property and Asset Management,,
Sep-13,Junior,,,EO,Business Relationship Executive,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,20235,24789,,Property and Asset Management,,
Sep-13,Junior,,,EO,Estate Planning Executive,,Home Office,Home Office,Home Office General Property,,,1FC02,,2,20235,24789,,Property and Asset Management,,
Sep-13,Junior,,,EO,Estates Executive,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,20235,24789,,Property and Asset Management,,
Sep-13,Junior,,,EO,Facilities Executive,,Home Office,Home Office,Home Office General Property,,,1FC02,,17.68,20235,24789,,Property and Asset Management,,
Sep-13,Junior,,,EO,HQ PFI Facilities Executive,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,20235,24789,,Property and Asset Management,,
Sep-13,Junior,,,EO,Messenger Executive,,Home Office,Home Office,Home Office General Property,,,1FC02,,4,20235,24789,,Property and Asset Management,,
Sep-13,Junior,,,EO,Messenger Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,2,20235,24789,,Property and Asset Management,,
Sep-13,Junior,,,EO,Office Manager,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,20235,24789,,Property and Asset Management,,
Sep-13,Junior,,,EO,Procurement Executive,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,20235,24789,,Procurement,,
Sep-13,Junior,,,EO,Programme Executive,,Home Office,Home Office,Home Office General Property,,,1FC02,,8.45,20235,24789,,Property and Asset Management,,
Sep-13,Junior,,,EO,Sustainable Development Executive,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,20235,24789,,Property and Asset Management,,
Sep-13,Junior,,,AO,Facilities Assistant,,Home Office,Home Office,Home Office General Property,,,1FC02,,14.32,15386,18657,,Property and Asset Management,,
Sep-13,Junior,,,AO,HQ PFI Facilities Assistant,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,15386,18657,,Property and Asset Management,,
Sep-13,Junior,,,AO,Messenger,,Home Office,Home Office,Home Office General Property,,,1FC02,,9,15386,18657,,Property and Asset Management,,
Sep-13,Junior,,,AO,Programme Assistant,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,15386,18657,,Property and Asset Management,,
Sep-13,Junior,,,AA,Business Relationship Assistant,,Home Office,Home Office,Home Office General Property,,,1FC02,,1,14043,15701,,Property and Asset Management,,
Sep-13,Junior,,,AA,Facilities Assistant,,Home Office,Home Office,Home Office General Property,,,1FC02,,9.87,14043,15701,,Property and Asset Management,,
Sep-13,Junior,,,AA,Messenger,,Home Office,Home Office,Home Office General Property,,,1FC02,,72.59,14043,15701,,Property and Asset Management,,
Sep-13,Junior,,,Grade 6,Senior IT Manager,,Home Office,Home Office,Adelphi Services,,,1FC14,,4,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior IT Manager,,Home Office,Home Office,Adelphi Services,,,1FC14,,11,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,IT Manager,,Home Office,Home Office,Adelphi Services,,,1FC14,,9,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,IT Manager,,Home Office,Home Office,Adelphi Services,,,1FC14,,5,25297,30989,,Information Technology,,
Sep-13,Junior,,,EO,IT Manager,,Home Office,Home Office,Adelphi Services,,,1FC14,,1,20235,24789,,Information Technology,,
Sep-13,Junior,,,Grade 6,Senior Business Development Manager,,Home Office,Home Office,Business Development,,,1FC36,,6,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior Business Development Manager,,Home Office,Home Office,Business Development,,,1FC36,,19,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,Business Development Manager,,Home Office,Home Office,Business Development,,,1FC36,,6,32602,39537,,Information Technology,,
Sep-13,Junior,,,HEO,Business Development Manager,,Home Office,Home Office,Business Development,,,1FC36,,3,25297,30989,,Information Technology,,
Sep-13,Junior,,,Grade 6,Service Senior Manager,,Home Office,Home Office,Commercial Operations,,,1FC35,,15,54705,70504,,Programme and Project Management (PPM),,
Sep-13,Junior,,,Grade 6,Programme Manager,,Home Office,Home Office,Commercial Operations,,,1FC35,,5,54705,70504,,Information Technology,,
Sep-13,Junior,,,Grade 7,Service Manager,,Home Office,Home Office,Commercial Operations,,,1FC35,,13,44656,57553,,Programme and Project Management (PPM),,
Sep-13,Junior,,,Grade 7,Project Specialist,,Home Office,Home Office,Commercial Operations,,,1FC35,,6,44656,57553,,Information Technology,,
Sep-13,Junior,,,SEO,Project Specialist,,Home Office,Home Office,Commercial Operations,,,1FC35,,17,32602,39537,,Programme and Project Management (PPM),,
Sep-13,Junior,,,HEO,Service Manager,,Home Office,Home Office,Commercial Operations,,,1FC35,,16,25297,30989,,Information Technology,,
Sep-13,Junior,,,HEO,Project Support Officer,,Home Office,Home Office,Commercial Operations,,,1FC35,,6,25297,30989,,Programme and Project Management (PPM),,
Sep-13,Junior,,,EO,Project Support Officer,,Home Office,Home Office,Commercial Operations,,,1FC35,,10,20235,24789,,Programme and Project Management (PPM),,
Sep-13,Junior,,,Grade 6,Senior Procurement Manager,,Home Office,Home Office,Strategic Sourcing and Supplier Management,,,1FC45,,5,54705,70504,,Procurement,,
Sep-13,Junior,,,Grade 7,Service Senior Manager,,Home Office,Home Office,Strategic Sourcing and Supplier Management,,,1FC45,,5,44656,57553,,Information Technology,,
Sep-13,Junior,,,Grade 7,Senior Procurement Manager,,Home Office,Home Office,Strategic Sourcing and Supplier Management,,,1FC45,,16,44656,57553,,Procurement,,
Sep-13,Junior,,,SEO,Procurement Officer,,Home Office,Home Office,Strategic Sourcing and Supplier Management,,,1FC45,,19,32602,39537,,Procurement,,
Sep-13,Junior,,,HEO,Procurement Officer,,Home Office,Home Office,Strategic Sourcing and Supplier Management,,,1FC45,,5,25297,30989,,Procurement,,
Sep-13,Junior,,,EO,Procurement Officer,,Home Office,Home Office,Strategic Sourcing and Supplier Management,,,1FC45,,3,20235,24789,,Procurement,,
Sep-13,Junior,,,SEO,Private Secretary,,Home Office,Home Office,Crime and Policing Group Director General's Office,,,3CPG01,,1,32602,39537,,Policy,,
Sep-13,Junior,,,EO,Diary Manager ,,Home Office,Home Office,Crime and Policing Group Director General's Office,,,3CPG01,,2,20235,24789,,Policy,,
Sep-13,Junior,,,EO,Private Secretary,,Home Office,Home Office,Crime Director's Office,,,2CPG05,,1,20235,24789,,Policy,,
