Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Total Pay (£),Professional/Occupational Group,Notes,Valid
Mar-13,Senior,B52,Cooke Sarah,SCS1,"Deputy Director, Head, Growth & Investment Dept (GID)",Leading DFID's policy work on sustainable & inclusive growth; investment climate reform; food and nutrition security; and poverty & vulnerability including social protection/cash transfers and the post-MDG framework.,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A7,1622030,1,65000,69999,,,,1
Mar-13,Senior,B53,Curtis Ian,SCS1,"Deputy Director, Head of Global Partnerships Department",Head of Global Partnerships Department,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,B44,688310,1,70000,74999,,,,1
Mar-13,Senior,B54,Dewdney Richard,SCS1,"Deputy Director, Western Asia and Stabilisation Division",Western Asia and Stabilisation,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A10,1091194,1,70000,74999,,,,1
Mar-13,Senior,B55,Dunn Sarah,SCS1,"Deputy Director, Head of DFID South Africa",Head of Office,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A3,0,1,70000,74999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B56,Elliott Marshall,SCS1,"Deputy Director, Head of DFID Tanzania",Head of DFID Tanzania,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A16,0,1,75000,79999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B57,Evans Phil,SCS1,"Deputy Director, Head, DFID Sierra Leone",Lead the successful delivery of DFID's aid programme in Sierra Leone.,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A6,0,1,70000,74999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B58,Fernie Alistair,SCS1,"Deputy Director, Head of DFID Kenya and Somalia","Lead the DFID Kenya and Somalia team to deliver results in line with the SRP, DFID Business Plan, Kenya and Somalia Operational Plans, and other ministerial priorities in Kenya and Somalia.",Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A19,0,1,70000,74999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B59,Hallam David,SCS1,"Deputy Director, UNCD","Head, United Nations and Commonwealth Department",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A14,878696,1,70000,74999,,,,1
Mar-13,Senior,B60,Hallam Paula,SCS1,"Deputy Director, Head of HR Advisory Group and Head of Profession, HR",Promoting capability and efficiency through provision of specialist HR advice on issues of resourcing; diversity; employment policy; learning and development; pay and reward; talent and succession management; and employee relations to managers across DFID. Ensuring employment policies and procedures are effective in meeting organisational needs.,Department for International Development,DFID,Corporate Performance,0845 300 4100,enquiry@dfid.gov.uk,A12,1300771,1,75000,79999,,,,1
Mar-13,Senior,B61,Hammond Mike,SCS1,"Deputy Director, Head of DFID Zambia",Head of DFID Zambia,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A6,0,1,75000,79999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B62,Hayes Pauline,SCS1,Head of DFID Afghanistan,Leadership and management of DFID operations in Afghanistan.,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A10,0,1,70000,74999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B63,Hines Gwen,SCS1,"Deputy Director, Head of DFID Bangladesh","Head, DFID Bangladesh",Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A6,0,1,65000,69999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B65,Ledward Andrea,SCS1,"Deputy Director, Head of DFID Ethiopia",Head of DFID Ethiopia,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A6,0,1,60000,64999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B67,Mackiggan Keith,SCS1,"Deputy Director, Head of DFID Mozambique",Head of DFID Mozambique,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A6,0,1,70000,74999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B68,Mallalieu Mark,SCS1,"Deputy Director, Head DFID South Sudan",Head DFID South Sudan,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A19,0,1,70000,74999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B70,McGillivray Gavin,SCS1,"Deputy Director, Head of Private Sector Department",Head of Private Sector Department,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A15,1378258,1,75000,79999,,,,1
Mar-13,Senior,B71,McKendry Ian,SCS1,"Deputy Director, Caribbean and Overseas Territories",To oversee delivery of the Division's strategies in the Caribbean and the Overseas Territories.,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A13,1776544,1,70000,74999,,,,1
Mar-13,Senior,B72,Montgomery Richard,SCS1,"Deputy Director, Head of DFID Nigeria",Working with partners to reduce poverty and improve lives in Nigeria; leading the DFID country team.,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A6,0,1,75000,79999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B73,O'Neil Dominic,SCS1,"Deputy Director, Head of DFID Nepal",Head of Office for Nepal,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A6,0,1,70000,74999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B74,Peace Jackie,SCS1,"Deputy Director, Acting Head, Aid Effectivness and Value for Money Dept","Lead a team of 30 people working on DFID's value for money, project and programme management policy, results, corporate performance system, aid effectiveness, aid instruments and transparency.",Department for International Development,DFID,Finance & Corporate Performance,0845 300 4100,enquiry@dfid.gov.uk,A21,912041,1,60000,64999,,,,1
Mar-13,Senior,B75,Pepera Sandra,SCS1,"Deputy Director, Head of DFID Sudan",Head DFID Sudan,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A19,352083,1,70000,74999,,,,1
Mar-13,Senior,B77,Pycroft Christopher,SCS1,"Deputy Director, DFID DRC",Head of DFID DRC,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A15,0,1,70000,74999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B78,Rintoul Jane,SCS1,"Deputy Director, Head of DFID Uganda",Responsibility for delivering DFID's programme in Uganda,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A19,0,1,65000,69999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B79,Robinson Mark,SCS1,"Deputy Director, Chief Professional Officer, Governance, Conflict and Social Development","Overall leadership of the governance, social development, conflict and humanitarian cadres with specific responsibilities for deepening professionalism and strengthening evidence.",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A23,512907,1,70000,74999,,,,1
Mar-13,Senior,B80,Sanyahumbi Sarah,SCS1,"Deputy Director, Head of DFID Malawi","Head of Office/Country Representative, Malawi",Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A5,0,1,65000,69999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B81,Simmons Melinda,SCS1,"Deputy Director, Europe","Overseeing UK funding to the EU for development, human rights/democracy, and humanitarian aid. Responsible for bilateral aid programme in Kosovo.",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A14,1313999,1,70000,74999,,,,1
Mar-13,Senior,B86,Taylor Sally,SCS1,"Deputy Director, Head of DFID Ghana",Head of DFID Ghana,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A6,0,1,75000,79999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B87,Teuten Richard,SCS1,"Deputy Director, Head of International Financial Institutions Department",Head of Department,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A15,645123,1,70000,74999,,,,1
Mar-13,Senior,B88,Trivedy Roy,SCS1,"Deputy Director, Head of Civil Society Department","Responsible for leading and managing DFID's work with civil society including programmes, staffing and other resources.",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A7,624858,1,70000,74999,,,,1
Mar-13,Senior,B89,Turkington George,SCS1,"Deputy Director, Head of DFID Pakistan",Responsible for DFID's development programme with the Government of Pakistan,Department for International Development,DFID,Country programmes,0845 300 4100,enquiry@dfid.gov.uk,A10,0,1,75000,79999,,,Costs withheld for Security Reasons,1
Mar-13,Senior,B91,Wheeler Tim,SCS1,"Deputy Director, Deputy Chief Scientific Adviser",Deputy Chief Scientific Adviser,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A20,1601340,1,0,0,,,,1
Mar-13,Senior,B93,Wyatt Mathew,SCS1,"Deputy Director, Head of Climate and Environment Group",Head of Climate and Environment Group,Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A7,1980438,1,70000,74999,,,,1
Mar-13,Senior,B94,ND,SCS1,Deputy Director and Chief Professional Officer for Evaluation,"Chief Professional Officer for Evaluation. Leadership of DFID's central evaluation function including embedding evaluation and impact evaluation across the Department. Leadership of EVD, professional support, training and guidance to evaluation specialists and operational staff in commissioning decentralised evaluations on methods. Quality assurance of standards for evaluation in DFID. Liaising with Independent Commission for Aid Impact on evaluation on methods and standards.",Department for International Development,DFID,Policy & International,0845 300 4100,enquiry@dfid.gov.uk,A20,1642719,1,70000,74999,,,,1
