Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Sep-12,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD7,,1,"43,221","51,814",Finance,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD7,,11.8,"29,848","34,584",Finance,,
Sep-12,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD7,,1,"26,745","30,923",Finance,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD7,,7,"35,590","42,542",Finance,,
Sep-12,Junior,,,SEO (N),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD7,,2,"33,072","39,404",Finance,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD70,,3,"21,024","22,816",Policy,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD70,,5,"25,363","29,063",Policy,,
Sep-12,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD70,,1,"26,840","33,654",Policy,,
Sep-12,Junior,,,FS (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD70,,2,"26,840","33,654",Policy,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD70,,1,"57,936","68,990",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD70,,1.6,"47,847","57,432",Policy,,
Sep-12,Junior,,,G7 (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD70,,3,"47,847","57,432",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD70,,4,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD70,,3,"29,848","34,584",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs","EU, International & CAP Reform",,,DD70,,2,"35,590","42,542",Policy,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DD71,,6,"21,024","22,816",Policy,,
Sep-12,Junior,,,AO (L),Personal Secretary,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DD71,,1,"21,024","22,816",Policy,,
Sep-12,Junior,,,AO (L),Support Grade Band 1,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DD71,,2,"21,024","22,816",Policy,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DD71,,10,"25,363","29,063",Policy,,
Sep-12,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DD71,,5,"26,840","33,654",Policy,,
Sep-12,Junior,,,FS (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DD71,,1,"26,840","33,654",Policy,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DD71,,1,"57,936","68,990",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DD71,,5,"47,847","57,432",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DD71,,4.89,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DD71,,1,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DD71,,1,"26,745","30,923",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DD71,,1,"35,590","42,542",Policy,,
Sep-12,Junior,,,AO (L),Personal Secretary,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD72,,1,"21,024","22,816",Policy,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD72,,3,"25,363","29,063",Policy,,
Sep-12,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD72,,1,"26,840","33,654",Policy,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD72,,1,"57,936","68,990",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD72,,1,"47,847","57,432",Economics,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD72,,2,"47,847","57,432",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD72,,5.53,"29,848","34,584",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD72,,2,"35,590","42,542",Policy,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD73,,1,"21,024","22,816",Policy,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD73,,0.67,"25,363","29,063",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD73,,5,"47,847","57,432",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD73,,0.6,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (L),Not in post,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD73,,1,"29,848","34,584",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD73,,2,"29,848","34,584",Social Research,,
Sep-12,Junior,,,HEO (N),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD73,,1,"26,745","30,923",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD73,,2,"35,590","42,542",Policy,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD73,,1,"35,590","42,542",Social Research,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD74,,0.6,"47,847","57,432",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD74,,1,"29,848","34,584",Policy,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD75,,1,"25,363","29,063",Policy,,
Sep-12,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD75,,2,"26,840","33,654",Policy,,
Sep-12,Junior,,,FS (L),Assistant Statistician,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD75,,1,"26,840","33,654",Statisticians,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD75,,1,"57,936","68,990",Economics,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Strategy,,,DD75,,1.27,"47,847","57,432",Policy,,
Sep-12,Junior,,,FS (L),Higher Executive Officer (D),,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD8,,1,"26,840","33,654",Finance,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD8,,2,"57,936","68,990",Finance,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD8,,8.6,"47,847","57,432",Finance,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD8,,2.7,"29,848","34,584",Finance,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD8,,2.6,"35,590","42,542",Finance,,
Sep-12,Junior,,,SEO (N),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD8,,1,"33,072","39,404",Finance,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD9,,3,"21,024","22,816",Finance,,
Sep-12,Junior,,,EO (L),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD9,,11,"25,363","29,063",Finance,,
Sep-12,Junior,,,EO (N),Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD9,,5,"22,698","25,903",Finance,,
Sep-12,Junior,,,G6 (L),Grade 6,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD9,,1,"57,936","68,990",Internal Audit,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD9,,1,"47,847","57,432",Finance,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD9,,1,"47,847","57,432",Internal Audit,,
Sep-12,Junior,,,G7 (N),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD9,,2,"43,221","51,814",Internal Audit,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD9,,1,"29,848","34,584",Finance,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD9,,4,"29,848","34,584",Internal Audit,,
Sep-12,Junior,,,SEO (L),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD9,,5,"35,590","42,542",Internal Audit,,
Sep-12,Junior,,,SEO (N),Senior Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Finance,,,DD9,,4,"33,072","39,404",Internal Audit,,
Sep-12,Junior,,,AO (L),Administrative Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DG3,,1,"21,024","22,816",Policy,,
Sep-12,Junior,,,G7 (L),Grade 7,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DG3,,1,"47,847","57,432",Policy,,
Sep-12,Junior,,,HEO (L),Higher Executive Officer,,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,,,DG3,,0.8,"29,848","34,584",Policy,,
Mar-12,Senior,1,Bronwyn Hill,SCS4,Permanent Secretary,Defra Permanent Secretary,"Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",Secretariat,08459 33 55 77,defra.helpline@defra.gsi.gov.uk,XX,0,1,"160,000","164,999",Policy,,1
