Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?,
Mar-12,Senior,CDD026,N/D,SCS1,Head of Finance & Business Operations,'Responsible for - GOA Finance & Business Operations',Department of Health,Department of Health,Group Operations & Assurance Directorate,020 7210 4850,N/D,PSF008,0,1,N/A,,,Cost of reports included under PSF008. Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1,
Mar-12,Senior,CDD027,N/D,SCS1,Benefits Realisation Manager,'Responsible for - Benefits Realisation',Department of Health,Department of Health,Group Operations & Assurance Directorate,020 7210 4850,N/D,PSF008,0,0.6,N/A,,,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1,
Mar-12,Senior,CDD028,N/D,SCS1,Head of Transition Communications/Events,'Responsible for - Transition Communication/Events',Department of Health,Department of Health,Group Operations & Assurance Directorate,020 7210 4850,N/D,PSF008,0,0.8,N/A,,,Cost of reports included under PSF008. Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1,
Mar-12,Senior,CDD029,N/D,SCS1,HR Transition Programme Director,'HR Transition Lead',Department of Health,Department of Health,Group Operations & Assurance Directorate,21 7210 4850,N/D,PSF008,0,1,N/A,,,Email form: http://www.info.doh.gov.uk/contactus.nsf/memo?openform,1,
Mar-12,Junior,,,EO,Not In Post,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD016,,1,21438,30275,Human Resources,,,
Mar-12,Junior,,,G7,Not In Post,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD016,,1,45299,61976,Human Resources,,,
Mar-12,Junior,,,G6,Senior HR Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD018,,4.7,57075,75035,Human Resources,,,
Mar-12,Junior,,,G7,Senior HR Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD018,,2.6,45299,61976,Human Resources,,,
Mar-12,Junior,,,SEO,HR Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD018,,1,33675,45769,Human Resources,,,
Mar-12,Junior,,,HEO,HR Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD018,,2,26492,37316,Human Resources,,,
Mar-12,Junior,,,EO,Not In Post,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD018,,1,21438,30275,Human Resources,,,
Mar-12,Junior,,,AO,HR support officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD018,,1.9,17209,23567,Human Resources,,,
Mar-12,Junior,,,G6,Senior HR Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD019,,3.6,57075,75035,Human Resources,,,
Mar-12,Junior,,,G7,Senior HR Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD019,,5.7,45299,61976,Human Resources,,,
Mar-12,Junior,,,G7,Business Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD019,,1,45299,61976,Human Resources,,,
Mar-12,Junior,,,SEO,HR Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD019,,8.7,33675,45769,Human Resources,,,
Mar-12,Junior,,,SEO,Analyst,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD019,,1,33675,45769,Human Resources,,,
Mar-12,Junior,,,HEO,HR Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD019,,11.7,26492,37316,Human Resources,,,
Mar-12,Junior,,,EO,HR support officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD019,,12.6,21438,30275,Human Resources,,,
Mar-12,Junior,,,EO,Executive Assistant,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD019,,1,21438,30275,Human Resources,,,
Mar-12,Junior,,,EO,Finance Support Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD019,,1,21438,30275,Human Resources,,,
Mar-12,Junior,,,AO,HR support officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD019,,5.7,17209,23567,Human Resources,,,
Mar-12,Junior,,,G6,Senior HR Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD020,,1,57075,75035,Human Resources,,,
Mar-12,Junior,,,G7,Senior HR Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD020,,1,45299,61976,Human Resources,,,
Mar-12,Junior,,,SEO,HR Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD020,,2,33675,45769,Human Resources,,,
Mar-12,Junior,,,EO,HR support officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD020,,0.8,21438,30275,Human Resources,,,
Mar-12,Junior,,,EO,Executive Assistant,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD020,,1,21438,30275,Human Resources,,,
Mar-12,Junior,,,AO,HR support officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD020,,1,17209,23567,Human Resources,,,
Mar-12,Junior,,,G6,Senior IT Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD013,,3,57075,75035,Information Technology,,,
Mar-12,Junior,,,G7,Senior IT Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD013,,5.6,45299,61976,Information Technology,,,
Mar-12,Junior,,,SEO,IT Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD013,,3.6,33675,45769,Information Technology,,,
Mar-12,Junior,,,HEO,IT Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD013,,1,26492,37316,Information Technology,,,
Mar-12,Junior,,,EO,Project Support Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD013,,3,21438,30275,Information Technology,,,
Mar-12,Junior,,,G6,Senior IT Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD025,,3,57075,75035,Information Technology,,,
Mar-12,Junior,,,G7,Senior IT Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD025,,1,45299,61976,Information Technology,,,
Mar-12,Junior,,,SEO,IT Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD025,,13,33675,45769,Information Technology,,,
Mar-12,Junior,,,HEO,IT Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD025,,24.5,26492,37316,Information Technology,,,
Mar-12,Junior,,,EO,IT support officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD025,,4.88,21438,30275,Information Technology,,,
Mar-12,Junior,,,AO,IT support officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD025,,2,17209,23567,Information Technology,,,
Mar-12,Junior,,,G6,Senior Policy Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD012,,1.48,57075,75035,Policy,,,
Mar-12,Junior,,,G7,Section Head,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD012,,6,45299,61976,Policy,,,
Mar-12,Junior,,,SEO,Policy Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD012,,2,33675,45769,Policy,,,
Mar-12,Junior,,,HEO,Policy Support Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD012,,2.8,26492,37316,Policy,,,
Mar-12,Junior,,,HEO,Finance Support Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD012,,2.83,26492,37316,Finance,,,
Mar-12,Junior,,,EO,Policy Support Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD012,,4,21438,30275,Policy,,,
Mar-12,Junior,,,AO,Admin support,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD012,,1.69,17209,23567,Finance,,,
Mar-12,Junior,,,AO,Admin support,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD012,,1.83,17209,23567,Policy,,,
Mar-12,Junior,,,EO,Admin support,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD001,,1,21438,30275,Operational Delivery,,,
Mar-12,Junior,,,EO,Diary Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD001,,1,21438,30275,Operational Delivery,,,
Mar-12,Junior,,,G6,Business Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD001,,1,57075,75035,Operational Delivery,,,
Mar-12,Junior,,,G6,Finance Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD001,,1,57075,75035,Operational Delivery,,,
Mar-12,Junior,,,G7,Business Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD026,,1,45299,61976,Operational Delivery,,,
Mar-12,Junior,,,SEO,Business Support Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD026,,1,33675,45769,Policy,,,
Mar-12,Junior,,,HEO,Finance Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD026,,1,26492,37316,Operational Delivery,,,
Mar-12,Junior,,,EO,Admin support,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD026,,0.78,21438,30275,Operational Delivery,,,
Mar-12,Junior,,,G7,Business Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD004,,1,45299,61976,Operational Delivery,,,
Mar-12,Junior,,,SEO,Operational Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD004,,1,33675,45769,Operational Delivery,,,
Mar-12,Junior,,,HEO,Communications Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD004,,1,26492,37316,Communications,,,
Mar-12,Junior,,,AO,Executive Assistant,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD004,,1,17209,23567,Operational Delivery,,,
Mar-12,Junior,,,G7,Business Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD004,,0.6,45299,61976,Operational Delivery,,,
Mar-12,Junior,,,HEO,Office Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD004,,1.3,26492,37316,Operational Delivery,,,
Mar-12,Junior,,,EO,Executive Assistant,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD004,,1,21438,30275,Operational Delivery,,,
Mar-12,Junior,,,G6,Senior Operational Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD004,,0.8,57075,75035,Operational Delivery,,,
Mar-12,Junior,,,G7,Senior Policy Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD004,,0.6,45299,61976,Operational Delivery,,,
Mar-12,Junior,,,HEO,Policy Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD004,,2,26492,37316,Operational Delivery,,,
Mar-12,Junior,,,EO,Operational Support Officer,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD004,,2.8,21438,30275,Operational Delivery,,,
Mar-12,Junior,,,HEO,Office Manager,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD004,,1,26492,37316,Policy,,,
Mar-12,Junior,,,G6,Senior Internal Auditor,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD008,,1,57075,75035,Internal Audit,,,
Mar-12,Junior,,,G7,Senior Internal Auditor,,Department of Health,Department of Health,Group Operations & Assurance Directorate,,,CDD008,,1,45299,61976,Internal Audit,,,
