Back to Index,Junior/Senior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?,
Mar-12,Junior,,,Administrative Officer London,Not In Post,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,42,,1,21250,22646,Policy,,,
Mar-12,Junior,,,Higher Executive Officer London,Not In Post,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,42,,2,29261,34424,Policy,,,
Mar-12,Junior,,,Senior Executive Officer London,Not In Post,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,42,,3,34713,41851,Policy,,,
Mar-12,Junior,,,Grade 7 London,Not In Post,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,42,,1,46975,56597,Policy,,,
Mar-12,Junior,,,Administrative Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,38,,2,21250,22646,Policy,,,
Mar-12,Junior,,,Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,38,,1,24992,29060,Policy,,,
Mar-12,Junior,,,Higher Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,38,,3.6,29261,34424,Policy,,,
Mar-12,Junior,,,Fast Stream London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,38,,3,27000,33654,Policy,,,
Mar-12,Junior,,,Senior Executive Officer London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,38,,3,34713,41851,Policy,,,
Mar-12,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,38,,11,46975,56597,Policy,,,
Mar-12,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,38,,6,56707,68322,Policy,,,
Mar-12,Junior,,,Higher Executive Officer London,Programme Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,2,29261,34424,Programme and Project Management (PPM),,,
Mar-12,Junior,,,Grade 7 London,Project Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,2,46975,56597,Programme and Project Management (PPM),,,
Mar-12,Junior,,,Grade 6 London,Senior Project Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,1,56707,68322,Programme and Project Management (PPM),,,
Mar-12,Junior,,,Higher Executive Officer London,Knowledge Information Management Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,1,29261,34424,Knowledge and Information Management (KIM),,,
Mar-12,Junior,,,Grade 7 London,Knowledge Information Management Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,1,46975,56597,Knowledge and Information Management (KIM),,,
Mar-12,Junior,,,Grade 6 London,Senior Information Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,1,56707,68322,Knowledge and Information Management (KIM),,,
Mar-12,Junior,,,Executive Officer London,IT Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,3,24992,29060,Information Technology,,,
Mar-12,Junior,,,Higher Executive Officer London,IT Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,1,29261,34424,Information Technology,,,
Mar-12,Junior,,,Grade 7 London,IT Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,2,46975,56597,Information Technology,,,
Mar-12,Junior,,,Grade 6 London,Senior IT Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,1,56707,68322,Information Technology,,,
Mar-12,Junior,,,Executive Officer London,Technical Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,1,24992,29060,Policy,,,
Mar-12,Junior,,,Higher Executive Officer London,Technical Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,1,29261,34424,Policy,,,
Mar-12,Junior,,,Grade 7 London,Technical Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,1,46975,56597,Policy,,,
Mar-12,Junior,,,Grade 6 London,Senior Technical Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,52,,1,56707,68322,Policy,,,
Mar-12,Junior,,,Senior Executive Officer London,Procurement Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,40,,4,34713,41851,Procurement,,,
Mar-12,Junior,,,Grade 6 London,Senior Procurement Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,40,,2,56707,68322,Procurement,,,
Mar-12,Junior,,,Higher Executive Officer London,Finance Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,64,,3.72,29261,34424,Finance,,,
Mar-12,Junior,,,Senior Executive Officer London,Finance Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,64,,2,34713,41851,Finance,,,
Mar-12,Junior,,,Grade 7 London,Finance Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,64,,4,46975,56597,Finance,,,
Mar-12,Junior,,,Grade 6 London,Senior Finance Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,64,,2.89,56707,68322,Finance,,,
Mar-12,Junior,,,Higher Executive Officer London,Finance Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,48,,1,29261,34424,Finance,,,
Mar-12,Junior,,,Senior Executive Officer London,Finance Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,48,,1,34713,41851,Finance,,,
Mar-12,Junior,,,Grade 7 London,Finance Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,48,,4,46975,56597,Finance,,,
Mar-12,Junior,,,Grade 6 London,Senior Finance Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,48,,2,56707,68322,Finance,,,
Mar-12,Junior,,,Executive Officer London,Finance Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,64,,3,24992,29060,Finance,,,
Mar-12,Junior,,,Higher Executive Officer London,Finance Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,64,,5,29261,34424,Finance,,,
Mar-12,Junior,,,Senior Executive Officer London,Finance Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,64,,4,34713,41851,Finance,,,
Mar-12,Junior,,,Grade 7 London,Finance Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,64,,4,46975,56597,Finance,,,
Mar-12,Junior,,,Grade 6 London,Senior Finance Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,64,,0.83,56707,68322,Finance,,,
Mar-12,Junior,,,Executive Officer London,Diary Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,38,,1,24992,29060,Other,,,
Mar-12,Junior,,,Higher Executive Officer London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,38,,1,29261,34424,Other,,,
Mar-12,Junior,,,Grade 7 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,38,,1,46975,56597,Other,,,
Mar-12,Junior,,,Grade 6 London,Business Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,38,,1,56707,68322,Other,,,
Mar-12,Junior,,,Administrative Officer London,Project Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,120,,1,21250,22646,Planning,,,
Mar-12,Junior,,,Higher Executive Officer London,Project Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,120,,2,29261,34424,Planning,,,
Mar-12,Junior,,,Grade 7 London,Project Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,120,,1.83,46975,56597,Planning,,,
Mar-12,Junior,,,Grade 6 London,Senior Project Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,120,,1,56707,68322,Planning,,,
Mar-12,Junior,,,Higher Executive Officer London,Project Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,63,,1,29261,34424,Planning,,,
Mar-12,Junior,,,Fast Stream London,Project Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,63,,2,27000,33654,Planning,,,
Mar-12,Junior,,,Grade 7 London,Project Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,63,,2.97,46975,56597,Planning,,,
Mar-12,Junior,,,Grade 6 London,Senior Project Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,63,,3,56707,68322,Planning,,,
Mar-12,Junior,,,Grade 7 London,Project Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Operations Group,,,38,,2,46975,56597,Planning,,,
Mar-12,Junior,,,Administrative Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,1.5,21250,22646,Policy,,,
Mar-12,Junior,,,Executive Officer London,Diary Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,9,24992,29060,Policy,,,
Mar-12,Junior,,,Higher Executive Officer London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,7,29261,34424,Policy,,,
Mar-12,Junior,,,Fast Stream London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,4,27000,33654,Policy,,,
Mar-12,Junior,,,Senior Executive Officer London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,1,34713,41851,Policy,,,
Mar-12,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,5,46975,56597,Policy,,,
Mar-12,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,Private Office Group,,,49,,2,56707,68322,Policy,,,
Mar-12,Junior,,,Administrative Officer London,Communications Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy and Evidence Group,,,90,,2,21250,22646,Communications,,,
Mar-12,Junior,,,Executive Officer London,Communications Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy and Evidence Group,,,90,,16,24992,29060,Communications,,,
Mar-12,Junior,,,Higher Executive Officer London,Correspondence Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy and Evidence Group,,,90,,2,29261,34424,Communications,,,
Mar-12,Junior,,,Senior Executive Officer London,Senior Correspondence Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy and Evidence Group,,,90,,1,34713,41851,Communications,,,
Mar-12,Junior,,,Higher Executive Officer London,Web Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy and Evidence Group,,,90,,0.89,29261,34424,Communications,,,
Mar-12,Junior,,,Senior Executive Officer London,Web Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Strategy and Evidence Group,,,90,,2,34713,41851,Communications,,,
